Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,True_Label,Predicted_Label
67.0807453416149,105.55555555555556,0.47256000276580756,0.7853462157809977,0.0,0.0,0.8586151368760091,Normal,Moderate
74.48275862068965,86.11111111111111,0.5262871265706571,0.4999999999999996,1.5543122344752192e-15,0.9999999999999981,0.0,Normal,Normal
54.2181310726708,86.11111111111111,0.4867849611055249,0.5000000000000001,1.332267629550123e-15,0.9999999999999959,0.0,Severe,Severe
60.05686938179486,83.33333333333333,0.44947872673761147,0.38148550504642714,0.47405797981429176,0.4074275252321349,0.0,Severe,Severe
66.25766871165644,105.55555555555556,0.21246500303007884,0.790501751360401,0.0,0.0,0.8379929945583959,Normal,Moderate
108.54271356783919,80.55555555555556,0.2408008292773536,0.7912034291540517,0.0,0.0,0.8351862833837931,Normal,Normal
72.0,83.33333333333333,0.37752687322279527,0.24999999999999997,0.9999999999999988,0.0,0.0,Normal,Normal
81.91147537797902,83.33333333333333,0.2138612971017598,0.4832532511404532,0.08792860667202806,0.863912227617664,0.0,Severe,Severe
89.9424854728832,83.33333333333333,0.2833567518983925,0.7868041104841003,0.0,0.0,0.8527835580635988,Moderate,Moderate
65.23609178860013,111.1111111111111,0.2964945140883367,0.78994708994709,0.0,0.0,0.8402116402116402,Severe,Severe
89.62655601659752,83.33333333333333,0.38807787725643916,0.7905743929501828,0.0,0.0,0.8377024281992687,Normal,Normal
50.87630376509252,83.33333333333333,0.36925096017244885,0.4999999999999998,1.6804576006980791e-15,0.9999999999999969,0.0,Severe,Severe
65.65648503913867,111.1111111111111,0.20896435043205197,0.7910196585356241,0.0,0.0,0.8359213658575038,Severe,Severe
62.42774566473988,83.33333333333333,0.3802431770821734,0.25000000000000006,0.9999999999999984,0.0,0.0,Normal,Normal
64.67065868263472,88.88888888888889,0.43091205525780907,0.4108527269527761,0.3565890921888957,0.5542636347638804,0.0,Normal,Normal
71.2871287128713,77.77777777777779,0.12740438775038837,0.25000000000000006,0.9999999999999984,0.0,0.0,Normal,Normal
97.29729729729729,75.0,0.3390961249391626,0.7861111111111106,0.0,0.0,0.8555555555555574,Moderate,Normal
63.529411764705884,75.0,0.30348797121947196,0.24999999999999997,0.9999999999999988,0.0,0.0,Moderate,Moderate
42.81783306800201,114.88684381868221,0.14563182719824436,0.543175409455517,8.536321320132254e-16,0.7841229527224127,0.04832687988638127,Severe,Severe
95.24044275824428,115.17413941769595,0.38440238640721014,0.7943443067291086,0.0,0.0,0.8226227730835656,Severe,Severe
65.32437899426375,105.55555555555556,0.30995661398548663,0.7889274962970912,0.0,0.0,0.844290014811635,Severe,Severe
109.38993331033831,77.77777777777779,0.31770712321341193,0.7917920440773992,0.0,0.0,0.8328318236904029,Severe,Severe
96.8609865470852,80.55555555555556,0.3753142498773562,0.7889277284579462,0.0,0.0,0.8442890861682151,Normal,Moderate
49.2334249869026,86.11111111111111,0.44942236052746304,0.49999999999999994,1.4339150647447638e-15,0.9999999999999968,0.0,Severe,Severe
61.53846153846154,77.77777777777779,0.25148487531674557,0.24999999999999997,0.9999999999999988,0.0,0.0,Moderate,Moderate
104.34782608695653,86.11111111111111,0.5258678129424171,0.7884910485933505,0.0,0.0,0.846035805626598,Moderate,Normal
77.6978417266187,80.55555555555556,0.35016334175002156,0.2500000000000001,0.9999999999999982,0.0,0.0,Normal,Normal
79.50700341825147,77.77777777777779,0.23666486636168704,0.24999999999999997,0.9999999999999988,0.0,0.0,Moderate,Moderate
91.13924050632912,83.33333333333333,0.47827846963758297,0.784625421593809,0.0,0.0,0.861498313624764,Normal,Normal
84.08474173450408,77.77777777777779,0.2873973413189661,0.6779835871263814,0.0,0.33358205748481884,0.42930938713514216,Severe,Severe
68.32714114714015,97.22222222222223,0.40056028745722394,0.5838796631914946,0.0,0.5806016840425265,0.0,Moderate,Moderate
60.21610529236923,83.33333333333333,0.4030902107265425,0.2898458921778796,0.840616431288481,0.06296322883875932,0.0,Severe,Severe
86.99169738380907,83.33333333333333,0.3236339330277843,0.7856695901542107,0.0,0.0,0.8573216393831572,Severe,Moderate
81.50943396226414,94.44444444444444,0.2873115101464477,0.49197232439135835,0.032110702434566596,0.9598616219567918,0.0,Moderate,Moderate
100.93457943925233,83.33333333333333,0.46091223700476136,0.7869949380234694,0.0,0.0,0.8520202479061223,Normal,Moderate
66.15990886009094,105.55555555555556,0.3390471974823594,0.7863835325740499,0.0,0.0,0.8544658697038005,Moderate,Normal
68.57142857142857,91.66666666666666,0.5602628019508024,0.5924919091476927,0.0,0.5375404542615365,0.0,Normal,Normal
66.46153846153847,86.11111111111111,0.34981946717548856,0.25,0.9999999999999987,0.0,0.0,Normal,Severe
107.71219897800826,80.55555555555556,0.3782673502385646,0.7906398821746832,0.0,0.0,0.8374404713012673,Severe,Severe
