Feature_1,Feature_2,Feature_3,True_Label,Predicted_Label
67.0807453416149,105.55555555555556,0.47256000276580756,Normal,Moderate
74.48275862068965,86.11111111111111,0.5262871265706571,Normal,Normal
54.2181310726708,86.11111111111111,0.4867849611055249,Severe,Severe
60.05686938179486,83.33333333333333,0.44947872673761147,Severe,Normal
66.25766871165644,105.55555555555556,0.21246500303007884,Normal,Moderate
108.54271356783919,80.55555555555556,0.2408008292773536,Normal,Severe
72.0,83.33333333333333,0.37752687322279527,Normal,Normal
81.91147537797902,83.33333333333333,0.29111906040431307,Severe,Severe
89.9424854728832,83.33333333333333,0.2833567518983925,Moderate,Moderate
65.17676000626757,111.1111111111111,0.278823082535175,Severe,Severe
89.62655601659752,83.33333333333333,0.38807787725643916,Normal,Moderate
50.87630376509252,83.33333333333333,0.36925096017244885,Severe,Severe
65.65648503913867,111.1111111111111,0.253625105921798,Severe,Severe
62.42774566473988,83.33333333333333,0.3802431770821734,Normal,Severe
64.67065868263472,88.88888888888889,0.43091205525780907,Normal,Normal
71.2871287128713,77.77777777777779,0.12740438775038837,Normal,Normal
97.29729729729729,75.0,0.3390961249391626,Moderate,Normal
63.529411764705884,75.0,0.30348797121947196,Moderate,Moderate
42.81783306800201,114.88684381868221,0.14563182719824436,Severe,Normal
95.24044275824428,115.17413941769595,0.38440238640721014,Severe,Severe
65.32437899426375,105.55555555555556,0.30995661398548663,Severe,Severe
109.38993331033831,77.77777777777779,0.31770712321341193,Severe,Severe
96.8609865470852,80.55555555555556,0.3753142498773562,Normal,Moderate
49.2334249869026,86.11111111111111,0.44942236052746304,Severe,Severe
61.53846153846154,77.77777777777779,0.25148487531674557,Moderate,Moderate
104.34782608695653,86.11111111111111,0.5258678129424171,Moderate,Normal
77.6978417266187,80.55555555555556,0.35016334175002156,Normal,Normal
78.17665135637448,77.77777777777779,0.18634482781280098,Moderate,Normal
91.13924050632912,83.33333333333333,0.47827846963758297,Normal,Normal
82.91992291289881,79.18543838339936,0.31697997488416174,Severe,Severe
68.35443037974683,97.22222222222223,0.4177400725459564,Moderate,Moderate
60.1387865189545,83.33333333333333,0.4048754582962483,Severe,Severe
86.99169738380907,83.33333333333333,0.3236339330277843,Severe,Severe
81.50943396226414,94.44444444444444,0.2873115101464477,Moderate,Moderate
100.93457943925233,83.33333333333333,0.46091223700476136,Normal,Moderate
66.15990886009094,105.55555555555556,0.3390471974823594,Moderate,Severe
68.57142857142857,91.66666666666666,0.5602628019508024,Normal,Normal
66.46153846153847,86.11111111111111,0.34981946717548856,Normal,Normal
107.71219897800826,80.55555555555556,0.3782673502385646,Severe,Severe
62.247838616714695,111.1111111111111,0.32989032576941446,Moderate,Moderate
54.68354430379746,97.22222222222223,0.5721695801814397,Normal,Normal
65.65349544072949,116.66666666666667,0.276480268277982,Moderate,Moderate
60.84507042253521,116.66666666666667,0.27273941347760194,Moderate,Moderate
100.22919183478719,90.25767345775678,0.2682888066178856,Moderate,Moderate
65.85365853658537,77.77777777777779,0.46138006446121926,Normal,Moderate
116.75675675675677,77.17978726438712,0.32657805331579964,Moderate,Moderate
90.0,88.88888888888889,0.28112497338381737,Normal,Normal
77.05256593132054,105.55555555555556,0.17293505128230074,Severe,Severe
100.85863280813064,80.55555555555556,0.30512198733336304,Moderate,Moderate
62.141718255402196,116.66666666666667,0.17162830162315013,Severe,Severe
52.93862255996884,86.11111111111111,0.3243727082874252,Severe,Severe
61.53846153846154,75.0,0.2272654823244965,Moderate,Moderate
52.26308395337146,117.4837164975104,0.26719865500885176,Severe,Severe
93.5064935064935,83.33333333333333,0.43046281041627893,Severe,Severe
87.66508261925267,85.01874358423758,0.2832942995050736,Severe,Severe
109.45492591703002,89.5292072574567,0.36995198510801935,Severe,Severe
61.877876794289136,116.66666666666667,0.14026178598611316,Severe,Severe
92.3076923076923,86.11111111111111,0.30523489162040146,Normal,Moderate
94.26648423716713,80.55555555555556,0.4420107068797613,Severe,Severe
47.371152678994115,86.11111111111111,0.4525856948407998,Severe,Severe
67.5,83.33333333333333,0.36340297750058387,Normal,Normal
76.36169001041036,108.33333333333334,0.3395867554979193,Moderate,Normal
65.85365853658537,75.0,0.2671062073358449,Moderate,Moderate
52.76425933797676,116.08487844100733,0.22848102381291108,Severe,Severe
82.01042609737212,83.33333333333333,0.3341448002821143,Severe,Severe
60.16713091922006,83.33333333333333,0.4492660529703712,Normal,Normal
62.97376093294461,72.22222222222221,0.27045602837500615,Moderate,Moderate
92.97447960291028,77.77777777777779,0.37061151396842873,Severe,Severe
72.72727272727273,75.0,0.12474087451292534,Moderate,Normal
69.23076923076923,100.0,0.21130151725005067,Moderate,Moderate
50.99866874803178,86.11111111111111,0.39663374047008043,Severe,Severe
53.99479411099152,116.66666666666667,0.28544678723279776,Severe,Normal
101.40845070422534,80.55555555555556,0.25184951390576105,Normal,Moderate
92.38332609442574,75.0,0.40963196330930585,Moderate,Moderate
67.7115987460815,97.22222222222223,0.27999349547356894,Moderate,Moderate
86.00656666031885,80.55555555555556,0.19952878350938602,Moderate,Moderate
114.28571428571428,75.0,0.39237980974241476,Normal,Normal
64.09495548961424,86.11111111111111,0.32463341190500333,Normal,Severe
90.9785145022953,80.55555555555556,0.2959808463971739,Severe,Severe
99.04239634158172,111.1111111111111,0.31025441345423754,Moderate,Moderate
59.34065934065934,75.0,0.2782405893509413,Moderate,Moderate
57.70263987112022,75.0,0.40709403929407617,Moderate,Moderate
94.73684210526316,86.11111111111111,0.24300706818253417,Normal,Moderate
45.886785462814984,86.11111111111111,0.3603070373869537,Severe,Normal
73.22033898305085,86.11111111111111,0.4052738305171187,Normal,Normal
88.13650912083348,83.33333333333333,0.27858136053468724,Moderate,Moderate
70.32204963348559,72.22222222222221,0.2836389276601907,Moderate,Moderate
91.65960557115366,116.66666666666667,0.26732561101925234,Severe,Moderate
94.73684210526316,86.11111111111111,0.2807475922793741,Normal,Normal
90.86460871576732,116.27550525030743,0.2080330199849976,Severe,Moderate
49.308494472333166,105.55555555555556,0.2942542071782534,Severe,Severe
58.53658536585366,83.33333333333333,0.3280115385431271,Normal,Normal
57.599999999999994,102.77777777777777,0.30961511309701145,Normal,Severe
73.77206607183784,83.33333333333333,0.2456056881059924,Severe,Severe
67.069868599131,111.1111111111111,0.213014521748021,Severe,Normal
60.370491801381036,80.55555555555556,0.4247026695393733,Severe,Normal
65.25679758308158,94.44444444444444,0.5700082382270506,Normal,Normal
70.58823529411765,86.11111111111111,0.5633756869064749,Normal,Normal
60.16713091922006,77.77777777777779,0.530893795070336,Normal,Normal
81.81444112005501,86.11111111111111,0.2889462846196123,Moderate,Moderate
61.016949152542374,80.55555555555556,0.3465778981309675,Normal,Normal
69.00001035047035,108.33333333333334,0.25884123173572926,Severe,Severe
68.7315149324989,119.44444444444446,0.22055309382164257,Severe,Severe
52.42718446601942,77.77777777777779,0.4300927584733745,Moderate,Moderate
75.0,83.33333333333333,0.4233772199366255,Normal,Normal
71.76079734219269,83.33333333333333,0.39620706105164116,Normal,Normal
50.70422535211267,75.0,0.3066077110363625,Normal,Normal
71.05263157894737,100.0,0.5056496118393826,Normal,Normal
74.48275862068965,77.77777777777779,0.4532303811003452,Normal,Normal
101.9492038985595,83.33333333333333,0.2629241491115747,Severe,Severe
72.97297297297298,105.55555555555556,0.20356476422413286,Severe,Severe
80.89887640449437,83.33333333333333,0.4977919121061602,Normal,Normal
69.45337620578778,77.77777777777779,0.3523810101150601,Normal,Normal
66.66666666666667,111.1111111111111,0.33262614566515925,Moderate,Moderate
70.06700757360143,105.55555555555556,0.2165742869531672,Severe,Moderate
56.66774196555396,104.79070874961543,0.24364047810934697,Severe,Severe
108.54271356783919,83.33333333333333,0.5645756004759214,Normal,Normal
67.9245283018868,83.33333333333333,0.2973805667964002,Normal,Severe
72.48322147651007,83.33333333333333,0.45380389405823984,Normal,Normal
68.35443037974683,83.33333333333333,0.29800376698423275,Normal,Severe
76.94356960974325,91.66666666666666,0.3528268422725762,Severe,Severe
95.92849342684877,83.33333333333333,0.35357393432069134,Severe,Severe
74.74048442906575,83.33333333333333,0.3687386753796714,Normal,Normal
68.78980891719745,102.77777777777777,0.3452042298463057,Moderate,Moderate
59.178082191780824,83.33333333333333,0.5438209849089464,Normal,Normal
74.22680412371133,86.11111111111111,0.5164039688656048,Normal,Normal
66.25766871165644,105.55555555555556,0.335016586357788,Normal,Severe
72.97297297297298,83.33333333333333,0.39631339272736055,Normal,Normal
60.16713091922006,97.22222222222223,0.5994484517306,Normal,Normal
77.9783393501805,83.33333333333333,0.26744789139843683,Severe,Severe
105.99830079030379,106.06904278492839,0.227694149458749,Severe,Severe
63.905325443786985,75.0,0.3333841312408923,Moderate,Moderate
50.81490647407603,86.11111111111111,0.389087248135226,Severe,Severe
63.76100342171455,86.11111111111111,0.3977945320020511,Severe,Severe
66.46153846153847,111.1111111111111,0.27073756914858116,Moderate,Moderate
95.57522123893806,86.11111111111111,0.20654380866059993,Moderate,Moderate
70.61662300467145,113.88888888888889,0.2617410604838383,Severe,Severe
63.02412926490387,119.44444444444446,0.1512500343128968,Severe,Severe
65.25679758308158,75.0,0.22995681203193577,Moderate,Moderate
88.17894301302961,86.11111111111111,0.2494065583471713,Severe,Normal
83.72093023255813,80.55555555555556,0.39183001951412094,Normal,Normal
88.16326530612244,80.55555555555556,0.45944853993648477,Normal,Normal
80.89887640449437,86.11111111111111,0.23883325142245407,Moderate,Moderate
69.45337620578778,102.77777777777777,0.3597435730880808,Moderate,Moderate
81.36758644204946,104.91020953621467,0.31846963408217754,Severe,Severe
81.89206799027683,105.02002656716915,0.4506742274506746,Severe,Severe
61.51858535178122,83.33333333333333,0.4104191936957362,Severe,Severe
82.89919983852208,83.33333333333333,0.4318711564613922,Severe,Severe
68.13880126182966,105.55555555555556,0.2950040792192167,Moderate,Moderate
87.80487804878048,80.55555555555556,0.3472733163734218,Normal,Normal
