Feature_1,Feature_2,Feature_3,True_Label,Predicted_Label
-0.5291016497311999,1.0303753790864891,1.4588542221858605,Normal,Moderate
-0.05008786521867612,-0.473255899097741,2.0016596776109497,Normal,Normal
-1.3614926908429057,-0.473255899097741,1.6025690619758926,Severe,Severe
-0.9836446610185963,-0.6880603674097745,1.2256639514432024,Severe,Severe
-0.582366219328068,1.0303753790864891,-1.1688871268233578,Normal,Moderate
2.1540675860668084,-0.9028648357218069,-0.8826101035666271,Normal,Severe
-0.2107570721072515,-0.6880603674097745,0.4987339419818767,Normal,Normal
0.4306540078120608,-0.6880603674097745,-0.37424471139968624,Severe,Severe
0.9503726835260833,-0.6880603674097745,-0.4526673609911752,Moderate,Moderate
-0.6523161302725095,1.4599843157105539,-0.49847104987626506,Severe,Severe
0.9299276290809354,-0.6880603674097745,0.6053307992876289,Normal,Normal
-1.5777556568005222,-0.6880603674097745,0.4151223425843626,Severe,Severe
-0.6212712111596779,1.4599843157105539,-0.7530463593809269,Severe,Severe
-0.8302158061805462,-0.6880603674097745,0.5261767762347984,Normal,Severe
-0.6850679642992746,-0.2584514307857086,1.038084757646633,Normal,Normal
-0.25688981467921834,-1.1176693040338392,-2.0282550353556794,Normal,Normal
1.4263318737574242,-1.3324737723458728,0.11046786058517848,Moderate,Moderate
-0.7589226014918036,-1.3324737723458728,-0.2492815309301481,Moderate,Moderate
-2.099251417542945,1.751960248136293,-1.8441031048212249,Severe,Severe
1.29322461769118,1.7741767043583254,0.5681972930985925,Severe,Severe
-0.6427631171340625,1.0303753790864891,-0.18392879410130883,Severe,Severe
2.2088945527132338,-1.1176693040338392,-0.1056253526864789,Severe,Severe
1.3980964659294723,-0.9028648357218069,0.47637979499519506,Normal,Moderate
-1.6840728912292664,-0.473255899097741,1.2250944832825517,Severe,Severe
-0.8877649267744975,-1.1176693040338392,-0.7746691220754252,Moderate,Moderate
1.8825996959047708,-0.473255899097741,1.9974233494991103,Moderate,Normal
0.1579729782341559,-0.9028648357218069,0.2222800186885362,Normal,Normal
0.18895865796249903,-1.1176693040338392,-1.432779414378082,Moderate,Normal
1.0278194721350595,-0.6880603674097745,1.5166279274365249,Normal,Normal
0.495914667577405,-1.0088154603702784,-0.11297173663686295,Severe,Severe
-0.446676413867692,0.3859619741503908,0.9050081369675037,Moderate,Moderate
-0.9783434765424488,-0.6880603674097745,0.7750368617128514,Severe,Severe
0.7594154241223872,-0.6880603674097745,-0.04574675743180601,Severe,Severe
0.40463630522068844,0.1711575058383573,-0.41271241458963415,Moderate,Moderate
1.66171489976241,-0.6880603674097745,1.3411767745418315,Normal,Moderate
-0.5886926490041878,1.0303753790864891,0.10997354619438197,Moderate,Severe
-0.43263359590576084,-0.04364696247367621,2.344916130628635,Normal,Normal
-0.5691729951663814,-0.473255899097741,0.21880585179070489,Normal,Normal
2.100321676438083,-0.9028648357218069,0.5062149857324489,Severe,Severe
-0.8418583083871611,1.4599843157105539,0.017461616122190948,Moderate,Moderate
-1.3313739454693427,0.3859619741503908,2.465210382813102,Normal,Normal
-0.6214646799895982,1.8895932523346208,-0.5221405164286,Moderate,Moderate
-0.9326370298178943,1.8895932523346208,-0.5599343950098343,Moderate,Moderate
1.616066456126369,-0.15260385582793062,-0.6048989029217261,Moderate,Normal
-0.6085113281850665,-1.1176693040338392,1.3459032381523788,Normal,Normal
2.6856310628840996,-1.1639116763762674,-0.016002292428113452,Moderate,Moderate
0.9540946778349219,-0.2584514307857086,-0.47521503276701915,Normal,Normal
0.11621460938146752,1.0303753790864891,-1.5682584674393563,Severe,Severe
1.656800090531059,-0.9028648357218069,-0.2327730562890298,Moderate,Moderate
-0.8487257799749034,1.8895932523346208,-1.581460567116946,Severe,Severe
-1.444294786958838,-0.473255899097741,-0.038282906533650074,Severe,Severe
-0.8877649267744975,-1.3324737723458728,-1.0193577953613444,Moderate,Moderate
-1.48801158296153,1.9527753959541974,-0.6159127111943105,Severe,Severe
1.1810138499015785,-0.6880603674097745,1.033546034306633,Severe,Severe
0.8029928668941485,-0.5577282523898447,-0.453298317897057,Severe,Severe
2.213100483359798,-0.2089358619698787,0.4222048017310468,Severe,Severe
-0.8658000126240616,1.8895932523346208,-1.8983566635337659,Severe,Severe
1.103434645776226,-0.473255899097741,-0.23163238359700303,Normal,Moderate
