Index,HR,QRS_rorr,TWA_orig,TWA_wavelet,TWA_used,TWA_source,abs_diff
2,73.72013651877133,86.11111111111111,-0.3875803849926512,0.4537224881481314,0.4537224881481314,wavelet,0.8413028731407826
3,73.97260273972603,83.33333333333333,-0.4007385797648295,0.4179371327486125,0.4179371327486125,wavelet,0.8186757125134421
5,75.78947368421053,80.55555555555556,-0.3928628944127562,0.4489666164713172,0.4489666164713172,wavelet,0.8418295108840734
6,76.05633802816902,83.33333333333333,-0.3946905326667305,0.4442192925722605,0.4442192925722605,wavelet,0.838909825238991
7,73.46938775510205,86.11111111111111,-0.3718627140440274,0.3851129255181179,0.3851129255181179,wavelet,0.7569756395621454
8,91.91489361702128,86.11111111111111,-0.3889920119788426,0.403209224094997,0.403209224094997,wavelet,0.7922012360738397
9,60.33519553072625,88.88888888888889,-0.4078364580796231,0.4997315183129891,0.4997315183129891,wavelet,0.9075679763926122
10,71.05263157894737,83.33333333333333,-0.4032471401603997,0.4202924702894885,0.4202924702894885,wavelet,0.8235396104498882
11,73.97260273972603,83.33333333333333,-0.2697378437278062,0.3833111192377229,0.3833111192377229,wavelet,0.6530489629655291
12,76.05633802816902,83.33333333333333,-0.3443032599038756,0.3628269116568942,0.3628269116568942,wavelet,0.7071301715607698
13,77.6978417266187,83.33333333333333,-0.3809422053628407,0.4444069878912975,0.4444069878912975,wavelet,0.8253491932541384
14,71.52317880794702,83.33333333333333,-0.3516071027584175,0.3783657463865249,0.3783657463865249,wavelet,0.7299728491449424
15,70.12987012987013,88.88888888888889,-0.3561869051589026,0.3793366941562539,0.3793366941562539,wavelet,0.7355235993151565
16,72.97297297297298,86.11111111111111,-0.3973040853220443,0.4361421541831625,0.4361421541831625,wavelet,0.8334462395052069
17,72.48322147651007,88.88888888888889,-0.4181701830369039,0.4480787948515296,0.4480787948515296,wavelet,0.8662489778884336
18,72.97297297297298,80.55555555555556,-0.3694863354161118,0.4083082678187798,0.4083082678187798,wavelet,0.7777946032348917
19,75.52447552447553,83.33333333333333,-0.344249899257697,0.3841763484239918,0.3841763484239918,wavelet,0.7284262476816887
20,75.26132404181185,94.44444444444444,-0.3905176257860888,0.4317384939404476,0.4317384939404476,wavelet,0.8222561197265364
21,75.78947368421053,83.33333333333333,-0.3969779913044765,0.4285883101656511,0.4285883101656511,wavelet,0.8255663014701277
22,72.97297297297298,86.11111111111111,-0.3621588130227073,0.3992513955432043,0.3992513955432043,wavelet,0.7614102085659116
23,69.00958466453675,88.88888888888889,-0.3682028653129854,0.3975608437601789,0.3975608437601789,wavelet,0.7657637090731644
24,72.97297297297298,86.11111111111111,-0.4002360668087655,0.458172324783033,0.458172324783033,wavelet,0.8584083915917986
25,76.32508833922262,86.11111111111111,-0.3738059936556712,0.4058830184738954,0.4058830184738954,wavelet,0.7796890121295665
26,75.78947368421053,97.22222222222224,-0.3667840322740117,0.3959183306577454,0.3959183306577454,wavelet,0.7627023629317571
27,77.41935483870968,86.11111111111111,-0.3755038050779826,0.4139359229649055,0.4139359229649055,wavelet,0.7894397280428882
28,76.32508833922262,83.33333333333333,-0.4151867716183112,0.4643606124394823,0.4643606124394823,wavelet,0.8795473840577935
29,73.97260273972603,88.88888888888889,-0.4502078400966814,0.461337533709682,0.461337533709682,wavelet,0.9115453738063636
30,73.46938775510205,83.33333333333333,-0.4740854454142929,0.4998631645567751,0.4998631645567751,wavelet,0.973948609971068
31,72.48322147651007,86.11111111111111,-0.4917850790972949,0.5464705024378668,0.5464705024378668,wavelet,1.0382555815351615
32,71.05263157894737,83.33333333333333,-0.4873542167961988,0.5326214508548637,0.5326214508548637,wavelet,1.0199756676510623
33,74.48275862068965,86.11111111111111,-0.4455208939143243,0.457478330220662,0.457478330220662,wavelet,0.9029992241349863
34,77.41935483870968,83.33333333333333,-0.4041894966338097,0.4297691489204226,0.4297691489204226,wavelet,0.8339586455542325
35,75.0,86.11111111111111,-0.4388817397442086,0.4921246543185749,0.4921246543185749,wavelet,0.9310063940627836
36,76.05633802816902,86.11111111111111,-0.4420880584751268,0.4955876544786899,0.4955876544786899,wavelet,0.9376757129538168
