Index,HR,QRS_rorr,TWA
1,73.72013651877133,86.11111111111111,0.4537224881481314
2,73.97260273972603,83.33333333333333,0.4179371327486125
4,75.78947368421053,80.55555555555556,0.44896661647131725
5,76.05633802816902,83.33333333333333,0.4442192925722605
6,73.46938775510205,86.11111111111111,0.38511292551811793
7,91.91489361702128,86.11111111111111,0.40320922409499704
8,60.33519553072625,88.88888888888889,0.4997315183129891
9,71.05263157894737,83.33333333333333,0.4202924702894885
10,73.97260273972603,83.33333333333333,0.3833111192377229
11,76.05633802816902,83.33333333333333,0.36282691165689424
12,77.6978417266187,83.33333333333333,0.44440698789129757
13,71.52317880794702,83.33333333333333,0.3783657463865249
14,70.12987012987013,88.88888888888889,0.37933669415625393
15,72.97297297297298,86.11111111111111,0.43614215418316254
16,72.48322147651007,88.88888888888889,0.4480787948515296
17,72.97297297297298,80.55555555555556,0.4083082678187798
18,75.52447552447553,83.33333333333333,0.3841763484239918
19,75.26132404181185,94.44444444444444,0.43173849394044767
20,75.78947368421053,83.33333333333333,0.42858831016565113
21,72.97297297297298,86.11111111111111,0.3992513955432043
22,69.00958466453675,88.88888888888889,0.3975608437601789
23,72.97297297297298,86.11111111111111,0.45817232478303305
24,76.32508833922262,86.11111111111111,0.4058830184738954
25,75.78947368421053,97.22222222222223,0.3959183306577454
26,77.41935483870968,86.11111111111111,0.41393592296490556
27,76.32508833922262,83.33333333333333,0.46436061243948235
28,73.97260273972603,88.88888888888889,0.461337533709682
29,73.46938775510205,83.33333333333333,0.49986316455677515
30,72.48322147651007,86.11111111111111,0.5464705024378668
31,71.05263157894737,83.33333333333333,0.5326214508548637
32,74.48275862068965,86.11111111111111,0.45747833022066203
33,77.41935483870968,83.33333333333333,0.42976914892042267
34,75.0,86.11111111111111,0.4921246543185749
35,76.05633802816902,86.11111111111111,0.49558765447868997
36,69.90291262135922,88.88888888888889,0.455577711985863
37,71.2871287128713,86.11111111111111,0.4426789250156191
38,72.72727272727273,83.33333333333333,0.4849829642636235
39,74.74048442906575,86.11111111111111,0.4724211393986889
40,71.76079734219269,86.11111111111111,0.450621871415876
41,75.78947368421053,80.55555555555556,0.41906860089477
42,76.05633802816902,94.44444444444444,0.5359947964495546
43,73.22033898305085,83.33333333333333,0.5213858517623108
44,71.05263157894737,86.11111111111111,0.4700803422793651
45,68.13880126182966,102.77777777777777,0.44549235673155585
46,72.97297297297298,83.33333333333333,0.49163329894825425
47,77.14285714285714,86.11111111111111,0.42322739031791456
48,74.74048442906575,83.33333333333333,0.40506922111846866
49,73.97260273972603,83.33333333333333,0.4551331930960315
50,75.26132404181185,83.33333333333333,0.5221017838664044
51,71.76079734219269,83.33333333333333,0.44997188796179605
52,72.24080267558529,88.88888888888889,0.41348573849299575
53,72.72727272727273,86.11111111111111,0.43597157158074684
54,73.97260273972603,83.33333333333333,0.4720326279284211
55,76.05633802816902,94.44444444444444,0.4280043693009363
56,76.86832740213524,88.88888888888889,0.4137515368842859
57,74.22680412371133,80.55555555555556,0.5017777077176957
58,71.2871287128713,86.11111111111111,0.44283106736856287
59,72.0,86.11111111111111,0.3731211070888142
60,72.24080267558529,91.66666666666666,0.3786210067480736
61,74.48275862068965,83.33333333333333,0.4903495564436728
62,77.14285714285714,88.88888888888889,0.4628075243194139
63,75.26132404181185,86.11111111111111,0.4504389055481052
64,76.86832740213524,94.44444444444444,0.4855478988039674
65,75.78947368421053,83.33333333333333,0.5002751110433419
66,70.12987012987013,88.88888888888889,0.3797397308776672
67,70.81967213114754,91.66666666666666,0.35188397322736525
68,72.97297297297298,86.11111111111111,0.38517368637356936
69,76.59574468085107,83.33333333333333,0.40076835579664083
70,76.32508833922262,83.33333333333333,0.31238401772715646
71,76.32508833922262,86.11111111111111,0.29448263326899526
72,73.46938775510205,83.33333333333333,0.3558804854423264
73,73.97260273972603,86.11111111111111,0.3462159737118794
74,70.58823529411765,83.33333333333333,0.2973793969390663
75,72.0,86.11111111111111,0.2990558873777443
76,73.97260273972603,86.11111111111111,0.4177952478035781
77,76.59574468085107,83.33333333333333,0.40329911179417466
78,77.6978417266187,83.33333333333333,0.372823674256345
80,74.74048442906575,88.88888888888889,0.40920579777801774
81,71.2871287128713,86.11111111111111,0.3830111608706922
82,72.72727272727273,88.88888888888889,0.3359477060961295
83,73.97260273972603,83.33333333333333,0.3730975742209582
84,77.14285714285714,83.33333333333333,0.4660134476842827
85,75.0,88.88888888888889,0.4206037023322254
86,76.05633802816902,83.33333333333333,0.40498950801224365
87,75.0,86.11111111111111,0.434331049710778
88,73.46938775510205,91.66666666666666,0.421940420217557
89,69.90291262135922,97.22222222222223,0.3773786751744453
90,72.24080267558529,83.33333333333333,0.4157420012986772
91,76.32508833922262,83.33333333333333,0.48015011743622416
92,76.59574468085107,83.33333333333333,0.4316644989763395
93,75.78947368421053,86.11111111111111,0.37772335922516076
94,72.24080267558529,80.55555555555556,0.35618703098578786
95,72.72727272727273,94.44444444444444,0.47328639047283544
96,72.24080267558529,94.44444444444444,0.45047881295604353
97,72.24080267558529,83.33333333333333,0.4482113176095966
98,72.97297297297298,83.33333333333333,0.43844717294316443
99,75.26132404181185,94.44444444444444,0.4852131688468898
100,77.14285714285714,83.33333333333333,0.44341795686499846
101,75.52447552447553,88.88888888888889,0.3604359155682769
102,73.72013651877133,86.11111111111111,0.3852101127207074
103,69.90291262135922,86.11111111111111,0.418306394854877
104,70.81967213114754,83.33333333333333,0.3667134853714579
105,73.97260273972603,83.33333333333333,0.37097783673994256
107,76.32508833922262,80.55555555555556,0.36662820980675803
108,75.26132404181185,88.88888888888889,0.3715586297903082
109,73.97260273972603,91.66666666666666,0.4570010164505903
110,72.72727272727273,88.88888888888889,0.45806858779625104
111,70.81967213114754,94.44444444444444,0.41866598731690824
112,70.35830618892508,88.88888888888889,0.42273522070273545
113,74.22680412371133,86.11111111111111,0.48611628035934473
114,78.26086956521739,83.33333333333333,0.44220420763582197
115,75.0,88.88888888888889,0.37853951116208223
116,74.74048442906575,100.0,0.3891758492448804
117,73.46938775510205,86.11111111111111,0.4698287350576628
118,71.76079734219269,83.33333333333333,0.37648223534908376
119,73.22033898305085,86.11111111111111,0.35862802991686454
120,72.48322147651007,86.11111111111111,0.4056269033655285
121,75.26132404181185,80.55555555555556,0.434517042818264
122,76.86832740213524,80.55555555555556,0.35565026791676535
123,77.14285714285714,80.55555555555556,0.36144896589460307
124,73.72013651877133,91.66666666666666,0.4314145494731124
125,72.97297297297298,86.11111111111111,0.43620937915531566
126,69.45337620578778,83.33333333333333,0.3868021304884821
127,72.24080267558529,83.33333333333333,0.3891556117183189
128,76.05633802816902,83.33333333333333,0.44712631579874157
129,76.32508833922262,83.33333333333333,0.40605338857405626
130,74.74048442906575,80.55555555555556,0.3519767430225356
131,75.78947368421053,80.55555555555556,0.3747470340325808
132,73.22033898305085,94.44444444444444,0.4571560250020667
133,72.24080267558529,83.33333333333333,0.4336266239711204
134,71.52317880794702,88.88888888888889,0.32510038238544164
135,73.22033898305085,88.88888888888889,0.3444132104197047
136,77.6978417266187,86.11111111111111,0.47070905265961055
137,79.70479704797049,83.33333333333333,0.40373011436616174
138,75.52447552447553,86.11111111111111,0.3914456917468928
139,73.22033898305085,88.88888888888889,0.43848694857430537
140,73.72013651877133,86.11111111111111,0.501064761548167
142,72.97297297297298,83.33333333333333,0.3767449548464079
143,76.59574468085107,86.11111111111111,0.4949853671412151
144,80.59701492537313,83.33333333333333,0.4738039602050578
145,72.24080267558529,83.33333333333333,0.4431433667152969
146,76.86832740213524,91.66666666666666,0.475532204720024
147,72.24080267558529,88.88888888888889,0.500256445885103
148,69.45337620578778,83.33333333333333,0.4331713218313921
149,72.97297297297298,83.33333333333333,0.3831968589372532
150,74.74048442906575,86.11111111111111,0.4514921366719197
151,77.14285714285714,83.33333333333333,0.4536347708646277
152,76.32508833922262,86.11111111111111,0.3995770597398559
153,75.0,83.33333333333333,0.38146484793360097
154,75.26132404181185,83.33333333333333,0.4479060412681506
155,73.72013651877133,83.33333333333333,0.4370860475108226
156,70.81967213114754,86.11111111111111,0.3842869655060817
157,72.72727272727273,80.55555555555556,0.44087460772443376
158,77.41935483870968,86.11111111111111,0.47989395369219073
159,78.83211678832117,83.33333333333333,0.4362385307026056
160,76.86832740213524,80.55555555555556,0.43484152017706407
161,77.6978417266187,86.11111111111111,0.5221332027713318
162,72.72727272727273,86.11111111111111,0.47593441355334454
163,72.48322147651007,100.0,0.4062681963959892
164,75.26132404181185,86.11111111111111,0.43856075990161836
165,76.32508833922262,83.33333333333333,0.5287386078457429
166,76.05633802816902,86.11111111111111,0.44654764027042976
168,78.83211678832117,80.55555555555556,0.4023922355715845
169,76.32508833922262,86.11111111111111,0.4662544123436367
170,73.22033898305085,86.11111111111111,0.39022616148445355
171,70.81967213114754,83.33333333333333,0.4054600830792738
172,74.22680412371133,86.11111111111111,0.47209792121663585
174,77.14285714285714,80.55555555555556,0.3871039996032901
175,75.78947368421053,83.33333333333333,0.37263837286345347
176,76.32508833922262,91.66666666666666,0.47199946108906504
177,75.26132404181185,86.11111111111111,0.46319099950286796
178,73.22033898305085,86.11111111111111,0.3492475404344943
179,73.22033898305085,83.33333333333333,0.3558333042325215
180,74.48275862068965,86.11111111111111,0.4399259319747239
181,77.6978417266187,80.55555555555556,0.4164716077736488
182,77.41935483870968,80.55555555555556,0.35555987167877234
183,77.6978417266187,83.33333333333333,0.3759097103701826
184,74.48275862068965,86.11111111111111,0.4492114543371206
185,73.97260273972603,88.88888888888889,0.3918129095696137
186,72.97297297297298,86.11111111111111,0.34962343294659937
187,75.0,83.33333333333333,0.3526750727499817
188,77.9783393501805,86.11111111111111,0.4343600880054954
189,77.14285714285714,80.55555555555556,0.34402183638340134
190,77.41935483870968,80.55555555555556,0.31488071064489753
191,76.59574468085107,91.66666666666666,0.37848564207579316
192,76.32508833922262,83.33333333333333,0.4549137390993027
193,72.24080267558529,94.44444444444444,0.37217228370182803
