Index,HR,QRS_interval,TWA_orig,TWA_wavelet,abs_diff
1,73.97260273972603,58.333333333333336,-0.40073857976482957,0.4179371327486125,0.8186757125134421
2,76.05633802816902,55.55555555555555,0.0,0.38835583050710565,0.38835583050710565
3,75.78947368421053,55.55555555555555,-0.3928628944127562,0.44896661647131725,0.8418295108840734
4,76.32508833922262,58.333333333333336,-0.39469053266673054,0.4442192925722605,0.838909825238991
5,72.97297297297298,52.77777777777778,-0.37186271404402743,0.38511292551811793,0.7569756395621454
6,92.7038626609442,52.77777777777778,-0.38899201197884264,0.40320922409499704,0.7922012360738397
7,60.16713091922006,58.333333333333336,-0.4078364580796231,0.4997315183129891,0.9075679763926122
8,71.05263157894737,52.77777777777778,-0.40324714016039975,0.4202924702894885,0.8235396104498882
9,73.97260273972603,50.0,-0.2697378437278062,0.3833111192377229,0.6530489629655291
10,76.05633802816902,55.55555555555555,-0.34430325990387567,0.36282691165689424,0.7071301715607698
11,77.9783393501805,52.77777777777778,-0.38094220536284074,0.44440698789129757,0.8253491932541384
12,71.2871287128713,58.333333333333336,-0.35160710275841756,0.3783657463865249,0.7299728491449424
13,70.12987012987013,61.11111111111111,-0.35618690515890267,0.37933669415625393,0.7355235993151565
14,72.97297297297298,52.77777777777778,-0.39730408532204436,0.43614215418316254,0.8334462395052069
15,36.42495784148398,50.0,-0.36948633541611187,0.409556824330637,0.7790431597467489
16,75.26132404181185,52.77777777777778,-0.344249899257697,0.3841763484239918,0.7284262476816887
17,75.0,63.888888888888886,-0.3905176257860888,0.43173849394044767,0.8222561197265364
18,76.05633802816902,52.77777777777778,-0.39697799130447653,0.42858831016565113,0.8255663014701277
19,72.97297297297298,52.77777777777778,-0.3621588130227073,0.3992513955432043,0.7614102085659116
20,69.23076923076923,58.333333333333336,-0.36820286531298546,0.3975608437601789,0.7657637090731644
21,72.72727272727273,55.55555555555555,-0.40023606680876556,0.45817232478303305,0.8584083915917986
22,76.32508833922262,50.0,-0.3738059936556712,0.4058830184738954,0.7796890121295665
23,75.78947368421053,61.11111111111111,-0.3667840322740117,0.3959183306577454,0.7627023629317571
24,77.41935483870968,50.0,-0.37550380507798264,0.41393592296490556,0.7894397280428882
25,76.05633802816902,52.77777777777778,-0.4151867716183112,0.46436061243948235,0.8795473840577935
26,73.97260273972603,58.333333333333336,-0.4502078400966814,0.461337533709682,0.9115453738063635
27,73.97260273972603,55.55555555555555,-0.4740854454142929,0.49986316455677515,0.9739486099710681
28,72.0,52.77777777777778,-0.49178507909729496,0.5464705024378668,1.0382555815351617
29,71.05263157894737,52.77777777777778,-0.48735421679619884,0.5326214508548637,1.0199756676510625
30,74.74048442906575,58.333333333333336,-0.44552089391432437,0.45747833022066203,0.9029992241349865
31,77.41935483870968,52.77777777777778,-0.40418949663380976,0.42976914892042267,0.8339586455542325
32,75.0,52.77777777777778,-0.4388817397442086,0.4921246543185749,0.9310063940627835
33,76.05633802816902,58.333333333333336,-0.4420880584751268,0.49558765447868997,0.9376757129538167
34,70.12987012987013,58.333333333333336,-0.42674730023185997,0.455577711985863,0.882325012217723
35,71.05263157894737,58.333333333333336,-0.4239706934183924,0.4426789250156191,0.8666496184340116
36,72.72727272727273,52.77777777777778,-0.4467561610093035,0.4849829642636235,0.931739125272927
37,75.0,50.0,-0.4415840314975725,0.4724211393986889,0.9140051708962614
38,72.0,52.77777777777778,-0.4188887623148875,0.45379241136906495,0.8726811736839524
39,75.26132404181185,50.0,-0.39549709740725547,0.41906860089477,0.8145656983020255
40,76.05633802816902,61.11111111111111,-0.49406113119579137,0.5359947964495546,1.030055927645346
41,73.72013651877133,52.77777777777778,-0.48092076609294204,0.5213858517623108,1.0023066178552529
42,70.35830618892508,55.55555555555555,-0.4617647292756751,0.4700803422793651,0.9318450715550401
43,68.35443037974683,63.888888888888886,-0.4301398929165199,0.44549235673155585,0.8756322496480757
44,72.97297297297298,50.0,-0.3378706991897937,0.49163329894825425,0.8295039981380479
45,77.14285714285714,52.77777777777778,-0.3934719940535564,0.42322739031791456,0.8166993843714709
46,75.0,58.333333333333336,-0.3889486942121671,0.40506922111846866,0.7940179153306357
47,73.97260273972603,55.55555555555555,-0.3568408948903488,0.4551331930960315,0.8119740879863804
48,75.0,58.333333333333336,-0.4569900380316629,0.5221017838664044,0.9790918218980673
49,71.76079734219269,55.55555555555555,-0.4193963884360525,0.44997188796179605,0.8693682763978485
50,72.24080267558529,52.77777777777778,-0.3868396660370481,0.41348573849299575,0.8003254045300439
51,72.72727272727273,55.55555555555555,-0.40422589836616324,0.43597157158074684,0.8401974699469101
52,73.97260273972603,52.77777777777778,-0.4311803707964142,0.4720326279284211,0.9032129987248353
53,76.32508833922262,58.333333333333336,-0.39989450326063963,0.4280043693009363,0.8278988725615759
54,76.05633802816902,55.55555555555555,-0.3924328842037518,0.4137515368842859,0.8061844210880377
55,74.74048442906575,55.55555555555555,-0.44579940227955595,0.5017777077176957,0.9475771099972516
56,71.2871287128713,52.77777777777778,-0.4109679750056839,0.44283106736856287,0.8537990423742468
57,72.0,52.77777777777778,-0.36066576729982147,0.3731211070888142,0.7337868743886357
58,72.0,61.11111111111111,-0.3536437526793916,0.3786210067480736,0.7322647594274652
59,75.0,55.55555555555555,-0.4405645069042994,0.4903495564436728,0.9309140633479722
60,76.86832740213524,61.11111111111111,-0.4175434185614419,0.4628075243194139,0.8803509428808558
61,75.26132404181185,55.55555555555555,-0.4314404009720684,0.4504389055481052,0.8818793065201735
62,38.230088495575224,50.0,-0.4321709460746235,0.5002751110433419,0.9324460571179654
63,70.12987012987013,52.77777777777778,-0.3616842331670186,0.3797397308776672,0.7414239640446858
64,70.35830618892508,58.333333333333336,-0.3302547384509107,0.35188397322736525,0.682138711678276
65,37.43500866551126,52.77777777777778,-0.34226440283595233,0.40076835579664083,0.7430327586325931
66,76.32508833922262,52.77777777777778,-0.2986149357871719,0.31238401772715646,0.6109989535143283
67,76.05633802816902,50.0,-0.2687477769739305,0.29448263326899526,0.5632304102429257
68,73.72013651877133,55.55555555555555,-0.30505816086868365,0.3558804854423264,0.6609386463110101
69,73.97260273972603,55.55555555555555,-0.2954356418709624,0.3462159737118794,0.6416516155828418
70,71.05263157894737,50.0,-0.26987406287061333,0.2973839074521274,0.5672579703227407
71,71.2871287128713,52.77777777777778,-0.2888726296241493,0.2990558873777443,0.5879285170018935
72,37.76223776223777,58.333333333333336,-0.36763928226143694,0.40329911179417466,0.7709383940556116
73,77.9783393501805,50.0,-0.25266167695223024,0.372823674256345,0.6254853512085752
74,76.05633802816902,52.77777777777778,0.0,0.3501287519592636,0.3501287519592636
75,74.22680412371133,52.77777777777778,-0.35486054890121843,0.40920579777801774,0.7640663466792361
76,71.76079734219269,52.77777777777778,-0.3458939949466006,0.3830111608706922,0.7289051558172928
77,72.24080267558529,52.77777777777778,-0.325946933936264,0.3359477060961295,0.6618946400323935
78,73.97260273972603,50.0,-0.2765994610773913,0.3730975742209582,0.6496970352983495
79,77.14285714285714,50.0,-0.4101673138645515,0.4660134476842827,0.8761807615488342
80,75.0,58.333333333333336,-0.3936936848580995,0.4206037023322254,0.814297387190325
81,76.05633802816902,52.77777777777778,-0.3875733689022082,0.40498950801224365,0.7925628769144519
82,75.0,52.77777777777778,-0.3908188904077649,0.434331049710778,0.8251499401185429
83,73.72013651877133,61.11111111111111,-0.3739047323983902,0.421940420217557,0.7958451526159472
84,70.12987012987013,58.333333333333336,-0.3522309064100477,0.3773786751744453,0.729609581584493
85,72.24080267558529,58.333333333333336,-0.38783458740315285,0.4157420012986772,0.80357658870183
86,76.05633802816902,52.77777777777778,-0.43512825031132657,0.48015011743622416,0.9152783677475507
87,76.86832740213524,52.77777777777778,-0.39805220668340696,0.4316644989763395,0.8297167056597465
88,75.26132404181185,52.77777777777778,-0.3464943157855196,0.37456997962526717,0.7210642954107868
89,72.72727272727273,50.0,-0.3197182565842418,0.35618703098578786,0.6759052875700297
90,72.97297297297298,61.11111111111111,0.0,0.47328639047283544,0.47328639047283544
91,72.0,58.333333333333336,-0.4202761728511273,0.45164114207465417,0.8719173149257815
92,72.0,58.333333333333336,-0.4304782952188202,0.4482113176095966,0.8786896128284167
93,73.22033898305085,58.333333333333336,-0.41604662485948485,0.43844717294316443,0.8544937978026492
94,38.02816901408451,50.0,-0.4188063268594315,0.44341795686499846,0.8622242837244299
95,75.78947368421053,61.11111111111111,-0.3386305081104691,0.3604359155682769,0.699066423678746
96,73.22033898305085,52.77777777777778,-0.34781566813793546,0.3852101127207074,0.7330257808586429
97,70.12987012987013,52.77777777777778,-0.367542103094439,0.418306394854877,0.785848497949316
98,71.05263157894737,55.55555555555555,-0.2562789971806485,0.3703606023540661,0.6266395995347146
99,73.72013651877133,52.77777777777778,-0.35860605558964315,0.37097783673994256,0.7295838923295856
100,75.78947368421053,50.0,0.0,0.42292531380715465,0.42292531380715465
101,76.32508833922262,50.0,-0.3400366288563759,0.36662820980675803,0.706664838663134
102,75.0,58.333333333333336,-0.3588265843233788,0.3715586297903082,0.7303852141136871
103,73.97260273972603,58.333333333333336,-0.42521053580441004,0.4570010164505903,0.8822115522550004
104,72.97297297297298,55.55555555555555,-0.4331814647933752,0.45806858779625104,0.8912500525896263
105,70.35830618892508,66.66666666666667,-0.39859502167910116,0.41866598731690824,0.8172610089960094
106,70.81967213114754,52.77777777777778,-0.39309496021527374,0.42386994842968,0.8169649086449537
107,74.22680412371133,58.333333333333336,-0.4502260550459299,0.48611628035934473,0.9363423354052747
108,77.9783393501805,52.77777777777778,-0.4078112942870594,0.44220420763582197,0.8500155019228814
109,75.0,58.333333333333336,-0.26228361130155375,0.37853951116208223,0.640823122463636
110,37.04974271012007,52.77777777777778,-0.40297159610822963,0.4698287350576628,0.8728003311658925
111,71.76079734219269,58.333333333333336,-0.33633765641822255,0.37648223534908376,0.7128198917673063
112,73.22033898305085,52.77777777777778,-0.3412383539156353,0.35862802991686454,0.6998663838324999
113,72.72727272727273,52.77777777777778,-0.36737431391722164,0.4056269033655285,0.7730012172827501
114,75.26132404181185,55.55555555555555,-0.3937405017518484,0.434517042818264,0.8282575445701124
115,76.86832740213524,50.0,-0.24149453174496474,0.35565026791676535,0.5971447996617301
116,77.14285714285714,50.0,-0.34493807428842804,0.36144896589460307,0.7063870401830311
117,73.22033898305085,63.888888888888886,-0.38246350605926366,0.4314145494731124,0.8138780555323761
118,72.97297297297298,52.77777777777778,-0.4006861066772851,0.43620937915531566,0.8368954858326008
119,69.90291262135922,52.77777777777778,-0.37849825796679415,0.38695830577383705,0.7654565637406312
120,72.24080267558529,55.55555555555555,-0.36401424376129027,0.3891556117183189,0.7531698554796091
121,75.78947368421053,52.77777777777778,-0.3036279580934871,0.44712631579874157,0.7507542738922286
122,76.32508833922262,58.333333333333336,-0.25468804274710904,0.40605338857405626,0.6607414313211653
123,75.0,55.55555555555555,-0.34446322044181144,0.35564183260161636,0.7001050530434278
124,75.78947368421053,50.0,-0.36822219571953585,0.3747470340325808,0.7429692297521167
125,72.97297297297298,58.333333333333336,-0.4312875627272765,0.4571560250020667,0.8884435877293432
126,72.24080267558529,52.77777777777778,-0.39358206398105083,0.4336266239711204,0.8272086879521712
127,71.76079734219269,55.55555555555555,-0.21912857371900216,0.3258618192167878,0.54499039293579
128,37.565217391304344,52.77777777777778,-0.32683703325826996,0.47070905265961055,0.7975460859178805
129,80.29739776951672,52.77777777777778,-0.2737712363961912,0.40373011436616174,0.677501350762353
130,75.26132404181185,52.77777777777778,-0.36944924258062595,0.3914456917468928,0.7608949343275188
131,36.734693877551024,52.77777777777778,-0.4519290155877039,0.501064761548167,0.952993777135871
132,71.76079734219269,61.11111111111111,0.0,0.4010784665317967,0.4010784665317967
133,73.22033898305085,52.77777777777778,-0.35759184194224397,0.3767449548464079,0.7343367967886518
134,76.05633802816902,50.0,-0.4629805911632467,0.4949853671412151,0.9579659583044617
135,81.50943396226414,50.0,-0.44305219661219813,0.4767542406443918,0.91980643725659
136,72.0,58.333333333333336,-0.3318866157084861,0.4431433667152969,0.775029982423783
137,76.32508833922262,63.888888888888886,-0.4398880011876356,0.475532204720024,0.9154202059076596
