HR,QRS_interval,T_wave,Fuzzy_Score
108.0,175.0,0.5757372674027891,
84.70588235294117,136.1111111111111,0.27385056328440227,
90.60524719712694,169.44444444444446,0.29678853838821523,
91.91489361702128,158.33333333333331,0.2945037745449812,
68.35443037974683,94.44444444444444,0.7120680926618166,
83.3976833976834,169.44444444444446,0.9628633954024959,
82.21271002424461,158.33333333333331,0.2742657413295127,
127.05882352941177,166.66666666666666,0.2853455782971558,
98.19221963775115,166.66666666666666,0.1519083407661261,
110.0371829058924,169.0279703068333,0.36426947929794007,
90.88672433638023,163.88888888888889,0.23318335961868636,
47.484542587725336,169.44444444444446,0.8527891089028178,
44.91163806655823,158.77514300054216,0.9039939094838716,
90.75630252100841,155.55555555555557,0.2975488453061552,
96.88772655056087,144.44444444444443,0.2570783373730012,
88.52459016393442,108.33333333333334,0.9735107825642032,
87.79529271012389,150.0,0.7015224024846678,
30.294530154277698,177.77777777777777,0.21093511455355107,
48.76570278665367,127.77777777777777,0.31792100571739096,
118.6504051580672,175.8745039494994,0.6408182771140276,
98.63013698630138,162.22632772946932,0.28882098875774603,
82.29416996122049,95.86196462280897,0.6249474627576508,
102.67632755269673,172.22222222222223,0.556438308080027,
88.16326530612244,163.88888888888889,0.16468217099037122,
38.00581763609659,158.71973486466322,0.29913037518918706,
87.7218981495691,136.1111111111111,0.2862789311289156,
91.03905065528495,141.4223765977627,0.3751527175190758,
95.15418502202644,169.44444444444446,0.29158273886721664,
77.9783393501805,152.7777777777778,0.9936632351903946,
82.44274809160305,136.1111111111111,0.2180492175106998,
68.57142857142857,172.22222222222223,0.2525194345260895,
81.72309486657856,138.88888888888889,0.283789360183309,
70.35830618892508,97.22222222222223,0.35572051965701446,0.640365411200228
90.75630252100841,172.22222222222223,0.39312730720075006,
30.337078651685392,122.22222222222221,0.21074708793612046,
91.49272066107946,147.22222222222223,0.5404157775994478,
108.54271356783919,166.66666666666666,0.24252917060203585,
30.497147672049636,144.44444444444443,0.23553310748964262,
76.86832740213524,144.44444444444443,0.40520995217716876,
89.05365991677934,147.22222222222223,0.9161124327911918,
91.13924050632912,158.33333333333331,0.43586334269422294,
78.54545454545455,163.88888888888889,0.14781542099176465,
65.06024096385542,166.66666666666666,0.2663488294685719,
31.854079037171214,97.83245245451465,0.29821795377861027,
74.8885826477298,166.66666666666666,0.24445752632387038,
62.95566667228132,156.79045283968816,0.2350968756575389,
66.38230025263182,177.77777777777777,0.9848956653206778,
85.03937007874015,111.1111111111111,0.816813214957748,
115.69270863953213,173.04832714766036,0.580813685504305,
65.06024096385542,132.68422143218203,0.7940990175166436,
79.60964773867941,155.1859295942939,0.8551741871783878,
133.33333333333334,71.46216120171613,0.6323462040242613,
48.74450244891791,102.77777777777777,0.7581297393555352,
78.17752085869604,136.9305781006906,0.4769266789940173,
59.50413223140496,147.22222222222223,0.49082670636023956,
54.4080604534005,141.66666666666666,0.40425769865133016,
80.59701492537313,161.11111111111111,0.29769022903806797,
76.94702639942636,138.73190382114427,0.4318593774415045,
58.53658536585366,138.88888888888889,0.4845751197231499,
76.86832740213524,150.0,0.9172708832411618,
84.02568681461086,149.9636212956535,0.15084574014005775,
82.44274809160305,147.22222222222223,0.955907567236906,
134.0814967145021,72.22222222222221,0.25091336108156703,
70.87026462865506,136.71436938900428,0.40940819316735066,
63.64269020107878,122.22222222222221,0.6519471588056021,
117.393561654481,168.04291567410917,0.6323853773949015,
60.84507042253521,147.22222222222223,0.5656952701846317,
69.45337620578778,136.1111111111111,0.5678326346764603,
93.5064935064935,175.0,0.3880463081568803,
35.85188946437075,72.22222222222221,0.35243057715688086,
88.88888888888889,152.7777777777778,0.1581184384416792,
61.891117478510026,172.22222222222223,0.2521073366456167,
91.91489361702128,152.7777777777778,0.38161797618686377,
45.90053692191288,163.88888888888889,0.9209993835963292,
67.0807453416149,152.7777777777778,0.4646996251249127,
82.39514465364293,172.22222222222223,0.27824617178668215,
52.94117647058824,152.7777777777778,0.4418322106054022,
70.12987012987013,147.22222222222223,0.1578741472726175,
90.75630252100841,169.44444444444446,0.36053764365384044,
90.75630252100841,163.88888888888889,0.45288332353022337,
91.91489361702128,152.7777777777778,0.26537432049311144,
78.54545454545455,177.77777777777777,0.28389949244055734,
73.08315951194142,148.4595535728812,0.31525844317353513,
81.22766124207693,169.44444444444446,0.2653479241909557,
102.22713369805868,163.88888888888889,0.3131275459753121,
73.72013651877133,141.66666666666666,0.09328127989602156,
85.87400966324327,161.11111111111111,0.285622074528345,
